"","year","country_origin_id","country_destination_id","sitc_product_id","export_val","export_val_pct","countT","per"
"321",2012,"MKD","USA","ALL",56282885,"0.10%",4015402906,"1.4%"
"322",2013,"MKD","CHN","ALL",103853489,"0.19%",4266854825,"2.43%"
"323",2013,"MKD","RUS","ALL",31580299,"0.057%",4266854825,"0.74%"
"324",2013,"MKD","USA","ALL",45832430,"0.082%",4266854825,"1.07%"
"325",2014,"MKD","CHN","ALL",92430751,"0.17%",4933844523,"1.87%"
"326",2014,"MKD","RUS","ALL",42066751,"0.075%",4933844523,"0.85%"
"327",2014,"MKD","USA","ALL",52931644,"0.095%",4933844523,"1.07%"
"328",2015,"MKD","CHN","ALL",142818541,"0.26%",4410322250,"3.24%"
"329",2015,"MKD","RUS","ALL",35080388,"0.063%",4410322250,"0.8%"
"330",2015,"MKD","USA","ALL",40453655,"0.073%",4410322250,"0.92%"
"331",2016,"MKD","CHN","ALL",47697845,"0.086%",4715294346,"1.01%"
"332",2016,"MKD","RUS","ALL",48953150,"0.088%",4715294346,"1.04%"
"333",2016,"MKD","USA","ALL",50521993,"0.091%",4715294346,"1.07%"
"334",2007,"MNE","CHN","ALL",1205467,"0.023%",589618758,"0.2%"
"335",2007,"MNE","RUS","ALL",446169,"0.0085%",589618758,"0.08%"
"336",2007,"MNE","USA","ALL",5031346,"0.096%",589618758,"0.85%"
"337",2008,"MNE","CHN","ALL",1912182,"0.036%",613362308,"0.31%"
"338",2008,"MNE","RUS","ALL",1323985,"0.025%",613362308,"0.22%"
"339",2008,"MNE","USA","ALL",441150,"0.0084%",613362308,"0.07%"
"340",2009,"MNE","CHN","ALL",666104,"0.013%",451904405,"0.15%"
"341",2009,"MNE","RUS","ALL",2034517,"0.039%",451904405,"0.45%"
"342",2009,"MNE","USA","ALL",15183079,"0.29%",451904405,"3.36%"
"343",2010,"MNE","CHN","ALL",2746356,"0.052%",420770611,"0.65%"
"344",2010,"MNE","RUS","ALL",2470894,"0.047%",420770611,"0.59%"
"345",2010,"MNE","USA","ALL",3728731,"0.071%",420770611,"0.89%"
"346",2011,"MNE","CHN","ALL",1038134,"0.020%",627531810,"0.17%"
"347",2011,"MNE","RUS","ALL",3827031,"0.073%",627531810,"0.61%"
"348",2011,"MNE","USA","ALL",844896,"0.016%",627531810,"0.13%"
"349",2012,"MNE","CHN","ALL",4881361,"0.093%",468788352,"1.04%"
"350",2012,"MNE","RUS","ALL",9537157,"0.18%",468788352,"2.03%"
"351",2012,"MNE","USA","ALL",1153676,"0.022%",468788352,"0.25%"
"352",2013,"MNE","CHN","ALL",5184055,"0.098%",494375752,"1.05%"
"353",2013,"MNE","RUS","ALL",7678435,"0.15%",494375752,"1.55%"
"354",2013,"MNE","USA","ALL",884159,"0.017%",494375752,"0.18%"
"355",2014,"MNE","CHN","ALL",3387261,"0.064%",440658714,"0.77%"
"356",2014,"MNE","RUS","ALL",5314700,"0.10%",440658714,"1.21%"
"357",2014,"MNE","USA","ALL",1070608,"0.020%",440658714,"0.24%"
"358",2015,"MNE","CHN","ALL",8798578,"0.17%",312499771,"2.82%"
"359",2015,"MNE","RUS","ALL",2938758,"0.056%",312499771,"0.94%"
"360",2015,"MNE","USA","ALL",1420121,"0.027%",312499771,"0.45%"
"361",2016,"MNE","CHN","ALL",20925296,"0.40%",317371808,"6.59%"
"362",2016,"MNE","RUS","ALL",2469809,"0.047%",317371808,"0.78%"
"363",2016,"MNE","USA","ALL",1274087,"0.024%",317371808,"0.4%"
"364",1991,"NOR","CHN","ALL",227520179,"0.011%",32448126568,"0.7%"
"365",1991,"NOR","USA","ALL",1569244317,"0.073%",32448126568,"4.84%"
"366",1992,"NOR","CHN","ALL",182539204,"0.0085%",32833302116,"0.56%"
"367",1992,"NOR","RUS","ALL",68887546,"0.0032%",32833302116,"0.21%"
"368",1992,"NOR","USA","ALL",1891908194,"0.088%",32833302116,"5.76%"
"369",1993,"NOR","CHN","ALL",210641233,"0.0098%",29437587955,"0.72%"
"370",1993,"NOR","RUS","ALL",96006039,"0.0045%",29437587955,"0.33%"
"371",1993,"NOR","USA","ALL",1906175661,"0.088%",29437587955,"6.48%"
"372",1994,"NOR","CHN","ALL",137014544,"0.0064%",32353738997,"0.42%"
"373",1994,"NOR","RUS","ALL",123611366,"0.0057%",32353738997,"0.38%"
"374",1994,"NOR","USA","ALL",2272546557,"0.11%",32353738997,"7.02%"
"375",1995,"NOR","CHN","ALL",255610424,"0.012%",40338174104,"0.63%"
"376",1995,"NOR","RUS","ALL",190822885,"0.0089%",40338174104,"0.47%"
"377",1995,"NOR","USA","ALL",2948432357,"0.14%",40338174104,"7.31%"
"378",1996,"NOR","CHN","ALL",201161631,"0.0093%",45256195370,"0.44%"
"379",1996,"NOR","RUS","ALL",263118841,"0.012%",45256195370,"0.58%"
"380",1996,"NOR","USA","ALL",3679440578,"0.17%",45256195370,"8.13%"
"381",1997,"NOR","CHN","ALL",313315697,"0.015%",38495453535,"0.81%"
"382",1997,"NOR","RUS","ALL",186601956,"0.0087%",38495453535,"0.48%"
"383",1997,"NOR","USA","ALL",2747250387,"0.13%",38495453535,"7.14%"
"384",1998,"NOR","CHN","ALL",313315697,"0.015%",38495453535,"0.81%"
"385",1998,"NOR","RUS","ALL",186601956,"0.0087%",38495453535,"0.48%"
"386",1998,"NOR","USA","ALL",2747250387,"0.13%",38495453535,"7.14%"
"387",1999,"NOR","CHN","ALL",451636949,"0.021%",40283534615,"1.12%"
"388",1999,"NOR","RUS","ALL",109316041,"0.0051%",40283534615,"0.27%"
"389",1999,"NOR","USA","ALL",3844226209,"0.18%",40283534615,"9.54%"
"390",2000,"NOR","CHN","ALL",571137552,"0.027%",53943490641,"1.06%"
"391",2000,"NOR","RUS","ALL",157642399,"0.0073%",53943490641,"0.29%"
"392",2000,"NOR","USA","ALL",5398624519,"0.25%",53943490641,"10.01%"
"393",2001,"NOR","CHN","ALL",524668201,"0.024%",49551415537,"1.06%"
"394",2001,"NOR","RUS","ALL",193219665,"0.0090%",49551415537,"0.39%"
"395",2001,"NOR","USA","ALL",4913842998,"0.23%",49551415537,"9.92%"
"396",2002,"NOR","CHN","ALL",920237333,"0.043%",53622877468,"1.72%"
"397",2002,"NOR","RUS","ALL",262758004,"0.012%",53622877468,"0.49%"
"398",2002,"NOR","USA","ALL",5529411060,"0.26%",53622877468,"10.31%"
"399",2003,"NOR","CHN","ALL",882073710,"0.041%",62530320447,"1.41%"
"400",2003,"NOR","RUS","ALL",314118049,"0.015%",62530320447,"0.5%"
"401",2003,"NOR","USA","ALL",5024822256,"0.23%",62530320447,"8.04%"
"402",2004,"NOR","CHN","ALL",1372050592,"0.064%",78505897749,"1.75%"
"403",2004,"NOR","RUS","ALL",421917243,"0.020%",78505897749,"0.54%"
"404",2004,"NOR","USA","ALL",6176503218,"0.29%",78505897749,"7.87%"
"405",2005,"NOR","CHN","ALL",1032258172,"0.048%",94454290186,"1.09%"
"406",2005,"NOR","RUS","ALL",683414159,"0.032%",94454290186,"0.72%"
"407",2005,"NOR","USA","ALL",6349528930,"0.29%",94454290186,"6.72%"
"408",2006,"NOR","CHN","ALL",1131907292,"0.053%",114294799683,"0.99%"
"409",2006,"NOR","RUS","ALL",1042875690,"0.048%",114294799683,"0.91%"
"410",2006,"NOR","USA","ALL",6579655147,"0.31%",114294799683,"5.76%"
"411",2007,"NOR","CHN","ALL",1612549885,"0.075%",119712753976,"1.35%"
"412",2007,"NOR","RUS","ALL",889885879,"0.041%",119712753976,"0.74%"
"413",2007,"NOR","USA","ALL",6602530804,"0.31%",119712753976,"5.52%"
"414",2008,"NOR","CHN","ALL",2142154809,"0.099%",159774142556,"1.34%"
"415",2008,"NOR","RUS","ALL",1186543414,"0.055%",159774142556,"0.74%"
"416",2008,"NOR","USA","ALL",6510186721,"0.30%",159774142556,"4.07%"
"417",2009,"NOR","CHN","ALL",2862571913,"0.13%",110666440795,"2.59%"
"418",2009,"NOR","RUS","ALL",1040091899,"0.048%",110666440795,"0.94%"
"419",2009,"NOR","USA","ALL",5048251963,"0.23%",110666440795,"4.56%"
"420",2010,"NOR","CHN","ALL",2996306877,"0.14%",123085656476,"2.43%"
"421",2010,"NOR","RUS","ALL",1332728257,"0.062%",123085656476,"1.08%"
"422",2010,"NOR","USA","ALL",6167798039,"0.29%",123085656476,"5.01%"
"423",2011,"NOR","CHN","ALL",2918774662,"0.14%",160409821514,"1.82%"
"424",2011,"NOR","RUS","ALL",1368552586,"0.064%",160409821514,"0.85%"
"425",2011,"NOR","USA","ALL",6510869879,"0.30%",160409821514,"4.06%"
"426",2012,"NOR","CHN","ALL",2322414286,"0.11%",160952207416,"1.44%"
"427",2012,"NOR","RUS","ALL",1422998898,"0.066%",160952207416,"0.88%"
"428",2012,"NOR","USA","ALL",5551020768,"0.26%",160952207416,"3.45%"
"429",2013,"NOR","CHN","ALL",2731673842,"0.13%",154391068977,"1.77%"
"430",2013,"NOR","RUS","ALL",1459066830,"0.068%",154391068977,"0.95%"
"431",2013,"NOR","USA","ALL",5501503748,"0.26%",154391068977,"3.56%"
"432",2014,"NOR","CHN","ALL",3175898893,"0.15%",143791331115,"2.21%"
"433",2014,"NOR","RUS","ALL",838179256,"0.039%",143791331115,"0.58%"
"434",2014,"NOR","USA","ALL",3950773679,"0.18%",143791331115,"2.75%"
"435",2015,"NOR","CHN","ALL",2935619098,"0.14%",99099214593,"2.96%"
"436",2015,"NOR","RUS","ALL",300495913,"0.014%",99099214593,"0.3%"
"437",2015,"NOR","USA","ALL",3498226853,"0.16%",99099214593,"3.53%"
"438",2016,"NOR","CHN","ALL",2337025012,"0.11%",85327651243,"2.74%"
"439",2016,"NOR","RUS","ALL",259608794,"0.012%",85327651243,"0.3%"
"440",2016,"NOR","USA","ALL",3079864767,"0.14%",85327651243,"3.61%"
"441",2006,"SRB","CHN","ALL",10154995,"0.0084%",6046022099,"0.17%"
"442",2006,"SRB","RUS","ALL",278528531,"0.23%",6046022099,"4.61%"
"443",2006,"SRB","USA","ALL",72625268,"0.060%",6046022099,"1.2%"
"444",2007,"SRB","CHN","ALL",15065127,"0.012%",8092697743,"0.19%"
"445",2007,"SRB","RUS","ALL",392752485,"0.32%",8092697743,"4.85%"
"446",2007,"SRB","USA","ALL",66536059,"0.055%",8092697743,"0.82%"
"447",2008,"SRB","CHN","ALL",13440272,"0.011%",10032519547,"0.13%"
"448",2008,"SRB","RUS","ALL",484868571,"0.40%",10032519547,"4.83%"
"449",2008,"SRB","USA","ALL",69312214,"0.057%",10032519547,"0.69%"
"450",2009,"SRB","CHN","ALL",27695998,"0.023%",7552561619,"0.37%"
"451",2009,"SRB","RUS","ALL",329628193,"0.27%",7552561619,"4.36%"
"452",2009,"SRB","USA","ALL",60636716,"0.050%",7552561619,"0.8%"
"453",2010,"SRB","CHN","ALL",50375221,"0.042%",9029787911,"0.56%"
"454",2010,"SRB","RUS","ALL",519658700,"0.43%",9029787911,"5.75%"
"455",2010,"SRB","USA","ALL",155142565,"0.13%",9029787911,"1.72%"
"456",2011,"SRB","CHN","ALL",15234112,"0.013%",11779477582,"0.13%"
"457",2011,"SRB","RUS","ALL",789728948,"0.65%",11779477582,"6.7%"
"458",2011,"SRB","USA","ALL",79069593,"0.065%",11779477582,"0.67%"
"459",2012,"SRB","CHN","ALL",19600723,"0.016%",11229030695,"0.17%"
"460",2012,"SRB","RUS","ALL",862131746,"0.71%",11229030695,"7.68%"
"461",2012,"SRB","USA","ALL",97845646,"0.081%",11229030695,"0.87%"
"462",2013,"SRB","CHN","ALL",9112094,"0.0075%",14610779427,"0.06%"
"463",2013,"SRB","RUS","ALL",1058165307,"0.88%",14610779427,"7.24%"
"464",2013,"SRB","USA","ALL",489480218,"0.40%",14610779427,"3.35%"
"465",2014,"SRB","CHN","ALL",14179775,"0.012%",14843348443,"0.1%"
"466",2014,"SRB","RUS","ALL",1024478750,"0.85%",14843348443,"6.9%"
"467",2014,"SRB","USA","ALL",311747940,"0.26%",14843348443,"2.1%"
"468",2015,"SRB","CHN","ALL",19777001,"0.016%",13098527731,"0.15%"
"469",2015,"SRB","RUS","ALL",722049449,"0.60%",13098527731,"5.51%"
"470",2015,"SRB","USA","ALL",249910377,"0.21%",13098527731,"1.91%"
"471",2016,"SRB","CHN","ALL",25025780,"0.021%",14594158742,"0.17%"
"472",2016,"SRB","RUS","ALL",793434677,"0.66%",14594158742,"5.44%"
"473",2016,"SRB","USA","ALL",244388225,"0.20%",14594158742,"1.67%"
"474",1991,"CHE","CHN","ALL",397141777,"0.010%",64741322540,"0.61%"
"475",1991,"CHE","USA","ALL",5264584512,"0.14%",64741322540,"8.13%"
"476",1992,"CHE","CHN","ALL",472613265,"0.012%",67688357714,"0.7%"
"477",1992,"CHE","RUS","ALL",186324029,"0.0049%",67688357714,"0.28%"
"478",1992,"CHE","USA","ALL",5464673669,"0.14%",67688357714,"8.07%"
"479",1993,"CHE","CHN","ALL",805944429,"0.021%",62321053861,"1.29%"
"480",1993,"CHE","RUS","ALL",221567373,"0.0058%",62321053861,"0.36%"
"481",1993,"CHE","USA","ALL",5627799903,"0.15%",62321053861,"9.03%"
"482",1994,"CHE","CHN","ALL",897552445,"0.024%",69216251436,"1.3%"
"483",1994,"CHE","RUS","ALL",307435620,"0.0081%",69216251436,"0.44%"
"484",1994,"CHE","USA","ALL",5971730216,"0.16%",69216251436,"8.63%"
"485",1995,"CHE","CHN","ALL",843618243,"0.022%",82335862343,"1.02%"
"486",1995,"CHE","RUS","ALL",309531129,"0.0082%",82335862343,"0.38%"
"487",1995,"CHE","USA","ALL",7169522976,"0.19%",82335862343,"8.71%"
"488",1996,"CHE","CHN","ALL",840831559,"0.022%",83472815700,"1.01%"
"489",1996,"CHE","RUS","ALL",418105172,"0.011%",83472815700,"0.5%"
"490",1996,"CHE","USA","ALL",7296561969,"0.19%",83472815700,"8.74%"
"491",1997,"CHE","CHN","ALL",723557033,"0.019%",83916976872,"0.86%"
"492",1997,"CHE","RUS","ALL",402021788,"0.011%",83916976872,"0.48%"
"493",1997,"CHE","USA","ALL",8237907581,"0.22%",83916976872,"9.82%"
"494",1998,"CHE","CHN","ALL",723557033,"0.019%",83916976872,"0.86%"
"495",1998,"CHE","RUS","ALL",402021788,"0.011%",83916976872,"0.48%"
"496",1998,"CHE","USA","ALL",8237907581,"0.22%",83916976872,"9.82%"
"497",1999,"CHE","CHN","ALL",913070255,"0.024%",81584466438,"1.12%"
"498",1999,"CHE","RUS","ALL",293878996,"0.0077%",81584466438,"0.36%"
"499",1999,"CHE","USA","ALL",9157341670,"0.24%",81584466438,"11.22%"
"500",2000,"CHE","CHN","ALL",1319527712,"0.035%",83143535407,"1.59%"
"501",2000,"CHE","RUS","ALL",270253803,"0.0071%",83143535407,"0.33%"
"502",2000,"CHE","USA","ALL",9667154852,"0.25%",83143535407,"11.63%"
"503",2001,"CHE","CHN","ALL",1561666360,"0.041%",85297483138,"1.83%"
"504",2001,"CHE","RUS","ALL",363768080,"0.0096%",85297483138,"0.43%"
"505",2001,"CHE","USA","ALL",9019468987,"0.24%",85297483138,"10.57%"
"506",2002,"CHE","CHN","ALL",1882730410,"0.050%",88685166931,"2.12%"
"507",2002,"CHE","RUS","ALL",429409664,"0.011%",88685166931,"0.48%"
"508",2002,"CHE","USA","ALL",9203763190,"0.24%",88685166931,"10.38%"
"509",2003,"CHE","CHN","ALL",2429272466,"0.064%",102048233936,"2.38%"
"510",2003,"CHE","RUS","ALL",502913815,"0.013%",102048233936,"0.49%"
"511",2003,"CHE","USA","ALL",10132196724,"0.27%",102048233936,"9.93%"
"512",2004,"CHE","CHN","ALL",3287845916,"0.087%",120954026328,"2.72%"
"513",2004,"CHE","RUS","ALL",590547395,"0.016%",120954026328,"0.49%"
"514",2004,"CHE","USA","ALL",10922546043,"0.29%",120954026328,"9.03%"
"515",2005,"CHE","CHN","ALL",3501808477,"0.092%",132095442377,"2.65%"
"516",2005,"CHE","RUS","ALL",792309478,"0.021%",132095442377,"0.6%"
"517",2005,"CHE","USA","ALL",12133187122,"0.32%",132095442377,"9.19%"
"518",2006,"CHE","CHN","ALL",3847708637,"0.10%",144358381274,"2.67%"
"519",2006,"CHE","RUS","ALL",1176255261,"0.031%",144358381274,"0.81%"
"520",2006,"CHE","USA","ALL",13288093229,"0.35%",144358381274,"9.2%"
"521",2007,"CHE","CHN","ALL",5283268522,"0.14%",173576836644,"3.04%"
"522",2007,"CHE","RUS","ALL",1626754155,"0.043%",173576836644,"0.94%"
"523",2007,"CHE","USA","ALL",13709497481,"0.36%",173576836644,"7.9%"
"524",2008,"CHE","CHN","ALL",6648573779,"0.18%",204010570946,"3.26%"
"525",2008,"CHE","RUS","ALL",2168998986,"0.057%",204010570946,"1.06%"
"526",2008,"CHE","USA","ALL",16594967047,"0.44%",204010570946,"8.13%"
"527",2009,"CHE","CHN","ALL",6250808537,"0.16%",174506533173,"3.58%"
"528",2009,"CHE","RUS","ALL",1800049233,"0.047%",174506533173,"1.03%"
"529",2009,"CHE","USA","ALL",14705879903,"0.39%",174506533173,"8.43%"
"530",2010,"CHE","CHN","ALL",15476107834,"0.41%",217916829270,"7.1%"
"531",2010,"CHE","RUS","ALL",2255285400,"0.059%",217916829270,"1.03%"
"532",2010,"CHE","USA","ALL",17619923709,"0.46%",217916829270,"8.09%"
"533",2011,"CHE","CHN","ALL",9935246084,"0.26%",234819262373,"4.23%"
"534",2011,"CHE","RUS","ALL",3385379088,"0.089%",234819262373,"1.44%"
"535",2011,"CHE","USA","ALL",23895610732,"0.63%",234819262373,"10.18%"
"536",2012,"CHE","CHN","ALL",8319247361,"0.22%",225948761648,"3.68%"
"537",2012,"CHE","RUS","ALL",3142092772,"0.083%",225948761648,"1.39%"
"538",2012,"CHE","USA","ALL",24915217507,"0.66%",225948761648,"11.03%"
"539",2013,"CHE","CHN","ALL",9416321913,"0.25%",229156591980,"4.11%"
"540",2013,"CHE","RUS","ALL",3369457477,"0.089%",229156591980,"1.47%"
"541",2013,"CHE","USA","ALL",26658883460,"0.70%",229156591980,"11.63%"
"542",2014,"CHE","CHN","ALL",18378640281,"0.48%",311135352809,"5.91%"
"543",2014,"CHE","RUS","ALL",3161863607,"0.083%",311135352809,"1.02%"
"544",2014,"CHE","USA","ALL",31325447592,"0.82%",311135352809,"10.07%"
"545",2015,"CHE","CHN","ALL",20255522220,"0.53%",288706842160,"7.02%"
"546",2015,"CHE","RUS","ALL",2401916143,"0.063%",288706842160,"0.83%"
"547",2015,"CHE","USA","ALL",30692657064,"0.81%",288706842160,"10.63%"
"548",2016,"CHE","CHN","ALL",27292969573,"0.72%",301587610609,"9.05%"
"549",2016,"CHE","RUS","ALL",2060585734,"0.054%",301587610609,"0.68%"
"550",2016,"CHE","USA","ALL",36888999692,"0.97%",301587610609,"12.23%"
"551",1991,"TUR","CHN","ALL",44350546,"0.0024%",13807910677,"0.32%"
"552",1991,"TUR","USA","ALL",984567435,"0.054%",13807910677,"7.13%"
"553",1992,"TUR","CHN","ALL",112020542,"0.0062%",14683974469,"0.76%"
"554",1992,"TUR","RUS","ALL",441834967,"0.024%",14683974469,"3.01%"
"555",1992,"TUR","USA","ALL",1074531300,"0.059%",14683974469,"7.32%"
"556",1993,"TUR","CHN","ALL",470563675,"0.026%",14628854176,"3.22%"
"557",1993,"TUR","RUS","ALL",505277364,"0.028%",14628854176,"3.45%"
"558",1993,"TUR","USA","ALL",1162708130,"0.064%",14628854176,"7.95%"
"559",1994,"TUR","CHN","ALL",423861741,"0.023%",17335515849,"2.45%"
"560",1994,"TUR","RUS","ALL",820194976,"0.045%",17335515849,"4.73%"
"561",1994,"TUR","USA","ALL",1573872536,"0.087%",17335515849,"9.08%"
"562",1995,"TUR","CHN","ALL",127653696,"0.0070%",20941067230,"0.61%"
"563",1995,"TUR","RUS","ALL",1232042017,"0.068%",20941067230,"5.88%"
"564",1995,"TUR","USA","ALL",1799963321,"0.099%",20941067230,"8.6%"
"565",1996,"TUR","CHN","ALL",88259036,"0.0049%",21033278348,"0.42%"
"566",1996,"TUR","RUS","ALL",527153455,"0.029%",21033278348,"2.51%"
"567",1996,"TUR","USA","ALL",1707827292,"0.094%",21033278348,"8.12%"
"568",1997,"TUR","CHN","ALL",40497372,"0.0022%",24566344669,"0.16%"
"569",1997,"TUR","RUS","ALL",470577496,"0.026%",24566344669,"1.92%"
"570",1997,"TUR","USA","ALL",2494687449,"0.14%",24566344669,"10.15%"
"571",1998,"TUR","CHN","ALL",40497372,"0.0022%",24566344669,"0.16%"
"572",1998,"TUR","RUS","ALL",470577496,"0.026%",24566344669,"1.92%"
"573",1998,"TUR","USA","ALL",2494687449,"0.14%",24566344669,"10.15%"
"574",1999,"TUR","CHN","ALL",44114222,"0.0024%",25396644826,"0.17%"
"575",1999,"TUR","RUS","ALL",285303351,"0.016%",25396644826,"1.12%"
"576",1999,"TUR","USA","ALL",2691758822,"0.15%",25396644826,"10.6%"
"577",2000,"TUR","CHN","ALL",119004779,"0.0065%",26111229245,"0.46%"
"578",2000,"TUR","RUS","ALL",318245931,"0.017%",26111229245,"1.22%"
"579",2000,"TUR","USA","ALL",3183133058,"0.17%",26111229245,"12.19%"
"580",2001,"TUR","CHN","ALL",226726529,"0.012%",29152012031,"0.78%"
"581",2001,"TUR","RUS","ALL",481999176,"0.026%",29152012031,"1.65%"
"582",2001,"TUR","USA","ALL",3226957570,"0.18%",29152012031,"11.07%"
"583",2002,"TUR","CHN","ALL",289955806,"0.016%",33906527839,"0.86%"
"584",2002,"TUR","RUS","ALL",675367656,"0.037%",33906527839,"1.99%"
"585",2002,"TUR","USA","ALL",3417729990,"0.19%",33906527839,"10.08%"
"586",2003,"TUR","CHN","ALL",541789622,"0.030%",44722510412,"1.21%"
"587",2003,"TUR","RUS","ALL",872901604,"0.048%",44722510412,"1.95%"
"588",2003,"TUR","USA","ALL",3816559840,"0.21%",44722510412,"8.53%"
"589",2004,"TUR","CHN","ALL",610933882,"0.034%",59373388063,"1.03%"
"590",2004,"TUR","RUS","ALL",1121520906,"0.062%",59373388063,"1.89%"
"591",2004,"TUR","USA","ALL",4860181885,"0.27%",59373388063,"8.19%"
"592",2005,"TUR","CHN","ALL",698203123,"0.038%",67706651774,"1.03%"
"593",2005,"TUR","RUS","ALL",1567536189,"0.086%",67706651774,"2.32%"
"594",2005,"TUR","USA","ALL",5039623681,"0.28%",67706651774,"7.44%"
"595",2006,"TUR","CHN","ALL",842195397,"0.046%",80183770472,"1.05%"
"596",2006,"TUR","RUS","ALL",2478155442,"0.14%",80183770472,"3.09%"
"597",2006,"TUR","USA","ALL",5382885114,"0.30%",80183770472,"6.71%"
"598",2007,"TUR","CHN","ALL",1184360320,"0.065%",100514127204,"1.18%"
"599",2007,"TUR","RUS","ALL",3762542965,"0.21%",100514127204,"3.74%"
"600",2007,"TUR","USA","ALL",4454097706,"0.24%",100514127204,"4.43%"
"601",2008,"TUR","CHN","ALL",1776328724,"0.098%",124711172346,"1.42%"
"602",2008,"TUR","RUS","ALL",5680006919,"0.31%",124711172346,"4.55%"
"603",2008,"TUR","USA","ALL",4447742608,"0.24%",124711172346,"3.57%"
"604",2009,"TUR","CHN","ALL",1585165055,"0.087%",97416588859,"1.63%"
"605",2009,"TUR","RUS","ALL",2954145526,"0.16%",97416588859,"3.03%"
"606",2009,"TUR","USA","ALL",3496756220,"0.19%",97416588859,"3.59%"
"607",2010,"TUR","CHN","ALL",2857363916,"0.16%",107919189552,"2.65%"
"608",2010,"TUR","RUS","ALL",4474637329,"0.25%",107919189552,"4.15%"
"609",2010,"TUR","USA","ALL",3994341469,"0.22%",107919189552,"3.7%"
"610",2011,"TUR","CHN","ALL",2455813003,"0.13%",134915251953,"1.82%"
"611",2011,"TUR","RUS","ALL",5827081791,"0.32%",134915251953,"4.32%"
"612",2011,"TUR","USA","ALL",4457782736,"0.25%",134915251953,"3.3%"
"613",2012,"TUR","CHN","ALL",2803917317,"0.15%",152536652596,"1.84%"
"614",2012,"TUR","RUS","ALL",6522523806,"0.36%",152536652596,"4.28%"
"615",2012,"TUR","USA","ALL",5469468161,"0.30%",152536652596,"3.59%"
"616",2013,"TUR","CHN","ALL",3597209289,"0.20%",151802637087,"2.37%"
"617",2013,"TUR","RUS","ALL",6831967924,"0.38%",151802637087,"4.5%"
"618",2013,"TUR","USA","ALL",5586394440,"0.31%",151802637087,"3.68%"
"619",2014,"TUR","CHN","ALL",2854624272,"0.16%",157714945962,"1.81%"
"620",2014,"TUR","RUS","ALL",5828541640,"0.32%",157714945962,"3.7%"
"621",2014,"TUR","USA","ALL",6300738876,"0.35%",157714945962,"4%"
"622",2015,"TUR","CHN","ALL",2411023388,"0.13%",136789308666,"1.76%"
"623",2015,"TUR","RUS","ALL",3524525908,"0.19%",136789308666,"2.58%"
"624",2015,"TUR","USA","ALL",6353905219,"0.35%",136789308666,"4.65%"
"625",2016,"TUR","CHN","ALL",2326945833,"0.13%",136773183181,"1.7%"
"626",2016,"TUR","RUS","ALL",1718058209,"0.094%",136773183181,"1.26%"
"627",2016,"TUR","USA","ALL",6530366734,"0.36%",136773183181,"4.77%"
